drugbank_id	inchikey	inchikey14
DB01829	ILWZMFJBPIYQKW-IBOSZNHHSA-N	ILWZMFJBPIYQKW
DB01830	SPSGYTWOIGAABK-DQEYMECFSA-N	SPSGYTWOIGAABK
DB01831	IFQVDHDRFCKAAW-SQIXAUHQSA-N	IFQVDHDRFCKAAW
DB01832	MZTALSPOBPYJPG-UHFFFAOYSA-N	MZTALSPOBPYJPG
DB01833	FSBIGDSBMBYOPN-VKHMYHEASA-N	FSBIGDSBMBYOPN
DB01834	JNNIZILNBMPOAC-MOXQZVSFSA-N	JNNIZILNBMPOAC
DB01835	LTCJJIZTKXNFGK-BQBZGAKWSA-N	LTCJJIZTKXNFGK
DB01836	ZLAKCKVFSRSENR-UHFFFAOYSA-N	ZLAKCKVFSRSENR
DB01837	VZXPDPZARILFQX-BYPYZUCNSA-N	VZXPDPZARILFQX
DB01838	GKDYOXMZSXVKPP-UHFFFAOYSA-N	GKDYOXMZSXVKPP
DB01839	DNIAPMSPPWPWGF-UHFFFAOYSA-N	DNIAPMSPPWPWGF
DB01840	CZQSGBWQBMZTMQ-AEVYZNAZSA-N	CZQSGBWQBMZTMQ
DB01841	BJBURJZEESAQPG-MOJAZDJTSA-N	BJBURJZEESAQPG
DB01842	GBBWIZKLHXYJOA-KQYNXXCUSA-N	GBBWIZKLHXYJOA
DB01843	KLJXQBRQPPSXPZ-WWHASAIZSA-N	KLJXQBRQPPSXPZ
DB01844	ZMXDDKWLCZADIW-UHFFFAOYSA-N	ZMXDDKWLCZADIW
DB01846	HWMGJMKHOJKGLQ-IBOSZNHHSA-N	HWMGJMKHOJKGLQ
DB01847	JDXMIYHOSFNZKO-SCSAIBSYSA-N	JDXMIYHOSFNZKO
DB01849	OIVLITBTBDPEFK-UHFFFAOYSA-N	OIVLITBTBDPEFK
DB01851	DZLFLBLQUQXARW-UHFFFAOYSA-N	DZLFLBLQUQXARW
DB01852	IYRMWMYZSQPJKC-UHFFFAOYSA-N	IYRMWMYZSQPJKC
DB01853	UZFGWRDIQMUPPI-XJFCATQNSA-M	UZFGWRDIQMUPPI
DB01854	YOQRXZIMSKLRCY-UHFFFAOYSA-N	YOQRXZIMSKLRCY
DB01856	WLJVNTCWHIRURA-UHFFFAOYSA-N	WLJVNTCWHIRURA
DB01857	IXZNKTPIYKDIGG-REOHCLBHSA-N	IXZNKTPIYKDIGG
DB01858	QTPYRNAKLBXKNP-SFHVURJKSA-N	QTPYRNAKLBXKNP
DB01859	HTJXTKBIUVFUAR-XHIBXCGHSA-N	HTJXTKBIUVFUAR
DB01860	NLIHPCYXRYQPSD-BAJZRUMYSA-N	NLIHPCYXRYQPSD
DB01861	HSCJRCZFDFQWRP-JZMIEXBBSA-N	HSCJRCZFDFQWRP
DB01862	BPHPUYQFMNQIOC-NXRLNHOXSA-N	BPHPUYQFMNQIOC
DB01863	CIPFCGZLFXVXBG-FTSGZOCFSA-N	CIPFCGZLFXVXBG
DB01864	XOFLBQFBSOEHOG-UUOKFMHZSA-N	XOFLBQFBSOEHOG
DB01865	AKFPMLBVLWZSQX-CSKARUKUSA-N	AKFPMLBVLWZSQX
DB01866	USNMCXDGQQVYSW-SSDOTTSWSA-N	USNMCXDGQQVYSW
DB01868	DREJXTKPUGMERN-YUMQZZPRSA-M	DREJXTKPUGMERN
DB01870	MUOMBPNNVXJUGT-QZABAPFNSA-N	MUOMBPNNVXJUGT
DB01871	OACUXIVGLLCILS-ZEQRLZLVSA-N	OACUXIVGLLCILS
DB01872	WHCJUIFHMJFEFZ-FMDGEEDCSA-N	WHCJUIFHMJFEFZ
DB01873	XOZIUKBZLSUILX-GIQCAXHBSA-N	XOZIUKBZLSUILX
DB01875	KVGVQTOQSNJTJI-UHFFFAOYSA-N	KVGVQTOQSNJTJI
DB01876	VVVXDHROXQUONB-UHFFFAOYSA-N	VVVXDHROXQUONB
DB01877	OJLWCTMBGWSVFC-JOYOIKCWSA-N	OJLWCTMBGWSVFC
DB01878	RWCCWEUUXYIKHB-UHFFFAOYSA-N	RWCCWEUUXYIKHB
DB01879	JOAALZBSMWLOPQ-LJAQVGFWSA-N	JOAALZBSMWLOPQ
DB01880	QAIPRVGONGVQAS-DUXPYHPUSA-N	QAIPRVGONGVQAS
DB01881	OMXLSJPESIOAGG-WDSKDSINSA-N	OMXLSJPESIOAGG
DB01882	JPZQHIBHGCCNKS-QMMMGPOBSA-N	JPZQHIBHGCCNKS
DB01883	LNLWXWOYQHAKTD-ULQDDVLXSA-N	LNLWXWOYQHAKTD
DB01884	IHBAVXVTGLANPI-QMMMGPOBSA-N	IHBAVXVTGLANPI
DB01885	PHOQVHQSTUBQQK-MGCNEYSASA-N	PHOQVHQSTUBQQK
DB01887	HLBCBFBFJWGTFR-QKXNMUHCSA-N	HLBCBFBFJWGTFR
DB01888	MDIWBYRNTPTYQI-UHFFFAOYSA-N	MDIWBYRNTPTYQI
DB01889	KRVXMNNRSSQZJP-PHFHYRSDSA-N	KRVXMNNRSSQZJP
DB01890	OJSUWTDDXLCUFR-HGZMBBKESA-N	OJSUWTDDXLCUFR
DB01891	QLOIOASGERKBSU-NYVOZVTQSA-N	QLOIOASGERKBSU
DB01892	KGSZHKRKHXOAMG-HQKKAZOISA-N	KGSZHKRKHXOAMG
DB01893	MRHGMAGSDAQUFH-LSCFUAHRSA-N	MRHGMAGSDAQUFH
DB01895	QPBSGQWTJLPZNF-VWJPMABRSA-N	QPBSGQWTJLPZNF
DB01896	JMZFEHDNIAQMNB-UHFFFAOYSA-N	JMZFEHDNIAQMNB
DB01897	BEIGFKLRGRRJJA-JLHYYAGUSA-O	BEIGFKLRGRRJJA
DB01899	FPABKGZIKAEOJW-YFKPBYRVSA-O	FPABKGZIKAEOJW
DB01901	WEPNHBQBLCNOBB-UGDNZRGBSA-N	WEPNHBQBLCNOBB
DB01902	GHAZCVNUKKZTLG-UHFFFAOYSA-N	GHAZCVNUKKZTLG
DB01903	LHLHVDBXXZVYJT-RRKCRQDMSA-N	LHLHVDBXXZVYJT
DB01905	ZFCKHJJALHETHG-UHFFFAOYSA-O	ZFCKHJJALHETHG
DB01906	KNLLRZNGRRRPEW-UHFFFAOYSA-N	KNLLRZNGRRRPEW
DB01908	MWEWSHNGVWABKG-SVBPBHIXSA-N	MWEWSHNGVWABKG
DB01909	HFHDHCJBZVLPGP-RWMJIURBSA-N	HFHDHCJBZVLPGP
DB01910	LMXOHSDXUQEUSF-YECHIGJVSA-N	LMXOHSDXUQEUSF
DB01911	ZIBXESYSFXNOJI-UHFFFAOYSA-N	ZIBXESYSFXNOJI
DB01912	DRGAZIDRYFYHIJ-UHFFFAOYSA-N	DRGAZIDRYFYHIJ
DB01914	GZCGUPFRVQAUEE-SLPGGIOYSA-N	GZCGUPFRVQAUEE
DB01915	FXIRVRPOOYSARH-REOHCLBHSA-N	FXIRVRPOOYSARH
DB01917	KIDHWZJUCRJVML-UHFFFAOYSA-N	KIDHWZJUCRJVML
DB01918	OKJWQADPGUWQAJ-UHFFFAOYSA-M	OKJWQADPGUWQAJ
DB01919	HGBOYTHUEUWSSQ-UHFFFAOYSA-N	HGBOYTHUEUWSSQ
DB01920	KUWPCJHYPSUOFW-YBXAARCKSA-N	KUWPCJHYPSUOFW
DB01921	JDBSITHMKSTORG-FLRLBIABSA-N	JDBSITHMKSTORG
DB01922	AHRWQUNEPBVNOT-IVJVVCOPSA-N	AHRWQUNEPBVNOT
DB01923	FNZLKVNUWIIPSJ-WHFBIAKZSA-N	FNZLKVNUWIIPSJ
DB01924	VDEUYMSGMPQMIK-UHFFFAOYSA-N	VDEUYMSGMPQMIK
DB01925	SNGROCQMAKYWRE-UHFFFAOYSA-N	SNGROCQMAKYWRE
DB01926	DAQIZUMPSZYJRG-RSPFANOFSA-N	DAQIZUMPSZYJRG
DB01927	WAMKWBHYPYBEJY-UHFFFAOYSA-N	WAMKWBHYPYBEJY
DB01930	OTOIIPJYVQJATP-BYPYZUCNSA-M	OTOIIPJYVQJATP
DB01931	BGKFPRIGXAVYNX-UHFFFAOYSA-N	BGKFPRIGXAVYNX
DB01932	FEKWWZCCJDUWLY-UHFFFAOYSA-N	FEKWWZCCJDUWLY
DB01933	PBCZSGKMGDDXIJ-HQCWYSJUSA-N	PBCZSGKMGDDXIJ
DB01934	YFSXYWAZCKMYJN-JBBOGOJTSA-N	YFSXYWAZCKMYJN
DB01935	REPVVNYZORKKPQ-SNVBAGLBSA-N	REPVVNYZORKKPQ
DB01936	HMFHBZSHGGEWLO-MBMOQRBOSA-N	HMFHBZSHGGEWLO
DB01937	WTIFIAZWCCBCGE-UUOKFMHZSA-N	WTIFIAZWCCBCGE
DB01938	DKDILZBBFKZMRO-OAHLLOKOSA-N	DKDILZBBFKZMRO
DB01939	UHGFPMUGEQINGV-UHFFFAOYSA-O	UHGFPMUGEQINGV
DB01940	SQLYTJZXRRDERK-ISKFKSNPSA-N	SQLYTJZXRRDERK
DB01941	SLXTWXQUEZSSTJ-UHFFFAOYSA-N	SLXTWXQUEZSSTJ
DB01942	BDAGIHXWWSANSR-UHFFFAOYSA-N	BDAGIHXWWSANSR
DB01944	LZAXPYOBKSJSEX-GOSISDBHSA-N	LZAXPYOBKSJSEX
DB01946	UQHKJRCFSLMWIA-UHFFFAOYSA-N	UQHKJRCFSLMWIA
DB01947	BYNSFVCWJXZPOW-UHFFFAOYSA-N	BYNSFVCWJXZPOW
DB01948	VXIYTVJEIXMAQF-UHFFFAOYSA-N	VXIYTVJEIXMAQF
DB01949	BPKJNEIOHOEWLO-RXMQYKEDSA-N	BPKJNEIOHOEWLO
DB01950	YAEMHJKFIIIULI-UHFFFAOYSA-N	YAEMHJKFIIIULI
DB01951	OQAHHWOPVDDWHD-INIZCTEOSA-N	OQAHHWOPVDDWHD
DB01952	OGVOXGPIHFKUGM-UHFFFAOYSA-N	OGVOXGPIHFKUGM
DB01953	UUEYCHLWAOBOHG-UHFFFAOYSA-N	UUEYCHLWAOBOHG
DB01954	HJORMJIFDVBMOB-UHFFFAOYSA-N	HJORMJIFDVBMOB
DB01955	WERYXYBDKMZEQL-UHFFFAOYSA-N	WERYXYBDKMZEQL
DB01956	XOAAWQZATWQOTB-UHFFFAOYSA-N	XOAAWQZATWQOTB
DB01957	HORNXRXVQWOLPJ-UHFFFAOYSA-N	HORNXRXVQWOLPJ
DB01958	MNYDVPDMLAJJPB-UHFFFAOYSA-N	MNYDVPDMLAJJPB
DB01959	MSYGAHOHLUJIKV-UHFFFAOYSA-N	MSYGAHOHLUJIKV
DB01960	QQODJOAVWUWVHJ-KQYNXXCUSA-N	QQODJOAVWUWVHJ
DB01961	UOOOPKANIPLQPU-XVFCMESISA-N	UOOOPKANIPLQPU
DB01962	DCWXELXMIBXGTH-QMMMGPOBSA-N	DCWXELXMIBXGTH
DB01963	VPRUMANMDWQMNF-UHFFFAOYSA-N	VPRUMANMDWQMNF
DB01964	ZWTSOJQGEWPWGO-NSHDSACASA-N	ZWTSOJQGEWPWGO
DB01965	XZLLMTSKYYYJLH-SHYZEUOFSA-N	XZLLMTSKYYYJLH
DB01966	LVNGJLRDBYCPGB-KDXMTYKHSA-N	LVNGJLRDBYCPGB
DB01967	LICJTIDRHJECTD-SFHVURJKSA-N	LICJTIDRHJECTD
DB01968	JLZMZFJVTNYDOT-UPHRSURJSA-N	JLZMZFJVTNYDOT
DB01969	XDIQTPZOIIYCTR-GRFIIANRSA-N	XDIQTPZOIIYCTR
DB01970	REPLXGVUTGZQCG-WTTBNOFXSA-N	REPLXGVUTGZQCG
DB01971	LOIYMIARKYCTBW-OWOJBTEDSA-N	LOIYMIARKYCTBW
DB01972	RQFCJASXJCIDSX-UUOKFMHZSA-N	RQFCJASXJCIDSX
DB01973	GCZVEKLTOLTWLM-VIFPVBQESA-N	GCZVEKLTOLTWLM
DB01975	ZPZRETFSCSWNDT-DBXCYWGHSA-N	ZPZRETFSCSWNDT
DB01977	AECPTICWHONWNW-UHFFFAOYSA-N	AECPTICWHONWNW
DB01978	UCYXILDOFXGENE-NKWVEPMBSA-N	UCYXILDOFXGENE
DB01979	HOVAGTYPODGVJG-VEIUFWFVSA-N	HOVAGTYPODGVJG
DB01980	AJEPKWPHKPETBM-MRVPVSSYSA-N	AJEPKWPHKPETBM
DB01981	BBGPRYFPTZDJIZ-PHYPRBDBSA-N	BBGPRYFPTZDJIZ
DB01982	AEMOLEFTQBMNLQ-BYHBOUFCSA-N	AEMOLEFTQBMNLQ
DB01983	BLVGFZFOWWBCCZ-YFKPBYRVSA-N	BLVGFZFOWWBCCZ
DB01985	SNEIUMQYRCDYCH-LURJTMIESA-N	SNEIUMQYRCDYCH
DB01986	SLDLVGFPFFLYBM-UHFFFAOYSA-N	SLDLVGFPFFLYBM
DB01987	AYEKOFBPNLCAJY-UHFFFAOYSA-N	AYEKOFBPNLCAJY
DB01988	WFSFNKVFXLIZIY-MHZLTWQESA-N	WFSFNKVFXLIZIY
DB01989	JVJRALIDWYDPLY-HEPRJOMSSA-O	JVJRALIDWYDPLY
DB01990	BHYOQNUELFTYRT-DPAQBDIFSA-N	BHYOQNUELFTYRT
DB01991	INAPDIIIYSWKOC-XHIHJMKYSA-N	INAPDIIIYSWKOC
DB01992	RGJOEKWQDUBAIZ-IBOSZNHHSA-N	RGJOEKWQDUBAIZ
DB01993	WACJCHFWJNNBPR-SSDOTTSWSA-N	WACJCHFWJNNBPR
DB01996	ITQTTZVARXURQS-UHFFFAOYSA-N	ITQTTZVARXURQS
DB01997	NFSTZPMYAZRZPC-UHFFFAOYSA-N	NFSTZPMYAZRZPC
DB01998	IMFJFQAURAFEAH-ZLSOQEJISA-N	IMFJFQAURAFEAH
DB02001	CZLWCJRHDBTCGQ-UHFFFAOYSA-N	CZLWCJRHDBTCGQ
DB02004	RCJFINNFYUNFGH-UHFFFAOYSA-N	RCJFINNFYUNFGH
DB02005	IWARWSDDJHGZOW-IHWYPQMZSA-N	IWARWSDDJHGZOW
DB02007	NBSCHQHZLSJFNQ-DVKNGEFBSA-N	NBSCHQHZLSJFNQ
DB02008	JHSHXKJSPVHPCJ-UHFFFAOYSA-N	JHSHXKJSPVHPCJ
DB02009	AOMZDQMIOCTPQP-CFSTZTOESA-N	AOMZDQMIOCTPQP
DB02010	HKSZLNNOFSGOKW-FYTWVXJKSA-N	HKSZLNNOFSGOKW
DB02011	FCIHAQFHXJOLIF-YFKPBYRVSA-N	FCIHAQFHXJOLIF
DB02014	QKHWJUMLYAYZFS-ONEGZZNKSA-N	QKHWJUMLYAYZFS
DB02015	OZRNSSUDZOLUSN-LBPRGKRZSA-N	OZRNSSUDZOLUSN
DB02016	CMYCCJYVZIMDFU-UHFFFAOYSA-N	CMYCCJYVZIMDFU
DB02017	CSXOUJBOYXGFCL-OFKZETBZSA-N	CSXOUJBOYXGFCL
DB02018	ZXBYWYQEQQBMBT-UHFFFAOYSA-N	ZXBYWYQEQQBMBT
DB02019	IXLRLZOYKJERRA-UHFFFAOYSA-N	IXLRLZOYKJERRA
DB02020	GCUCIFQCGJIRNT-UHFFFAOYSA-N	GCUCIFQCGJIRNT
DB02021	WAAPEIZFCHNLKK-UFBFGSQYSA-N	WAAPEIZFCHNLKK
DB02022	VUTBELPREDJDDH-UHFFFAOYSA-N	VUTBELPREDJDDH
DB02023	AQIVLFLYHYFRKU-VPENINKCSA-N	AQIVLFLYHYFRKU
DB02024	XMIIGOLPHOKFCH-UHFFFAOYSA-N	XMIIGOLPHOKFCH
DB02025	BYEIJZFKOAXBBV-ATZCPNFKSA-N	BYEIJZFKOAXBBV
DB02026	WXINNGCGSCFUCR-ZDUSSCGKSA-N	WXINNGCGSCFUCR
DB02027	RMSWBHUVFNFNIZ-ZETCQYMHSA-N	RMSWBHUVFNFNIZ
DB02028	JBQPYAMQMBKZDT-WKBARDANSA-N	JBQPYAMQMBKZDT
DB02029	AQTBUVAFYDVTFD-UHFFFAOYSA-N	AQTBUVAFYDVTFD
DB02030	ZMRGXEJKZPRBPJ-SYQHCUMBSA-N	ZMRGXEJKZPRBPJ
DB02031	MSTNYGQPCMXVAQ-RYUDHWBXSA-N	MSTNYGQPCMXVAQ
DB02032	FAKRSMQSSFJEIM-BQBZGAKWSA-N	FAKRSMQSSFJEIM
DB02033	GDRNWAKVNIROCG-DEOSSOPVSA-N	GDRNWAKVNIROCG
DB02034	FXUAIOOAOAVCGD-WCTZXXKLSA-N	FXUAIOOAOAVCGD
DB02035	QIVFMUVBIHIZAM-UHFFFAOYSA-N	QIVFMUVBIHIZAM
DB02036	UKDWCJNGBPZOBU-MRVPVSSYSA-N	UKDWCJNGBPZOBU
DB02038	NNRZSZJOQKAGTO-SECBINFHSA-N	NNRZSZJOQKAGTO
DB02039	XCIRMLHOFVDUDP-BYPYZUCNSA-N	XCIRMLHOFVDUDP
DB02041	HUDPLKWXRLNSPC-UHFFFAOYSA-N	HUDPLKWXRLNSPC
DB02042	SLNYBUIEAMRFSZ-UHFFFAOYSA-N	SLNYBUIEAMRFSZ
DB02043	BIABMEZBCHDPBV-UHFFFAOYSA-N	BIABMEZBCHDPBV
DB02044	RODUKNYOEVZQPR-UHFFFAOYSA-N	RODUKNYOEVZQPR
DB02045	DPBLXKKOBLCELK-UHFFFAOYSA-N	DPBLXKKOBLCELK
DB02046	WHPKSASOSKNDPY-PKOBYXMFSA-N	WHPKSASOSKNDPY
DB02047	JALUUBQFLPUJMY-NSHDSACASA-N	JALUUBQFLPUJMY
DB02048	CDIOIIJXUJXYPB-UHFFFAOYSA-O	CDIOIIJXUJXYPB
DB02049	QOPFTBAEAJQKSY-UHFFFAOYSA-N	QOPFTBAEAJQKSY
DB02051	WABCRPSWXFHXDH-NYDCQLBNSA-N	WABCRPSWXFHXDH
DB02052	FQCPPVRJPILDIK-UHFFFAOYSA-N	FQCPPVRJPILDIK
DB02053	PPQRONHOSHZGFQ-LMVFSUKVSA-N	PPQRONHOSHZGFQ
DB02054	XFDUHJPVQKIXHO-UHFFFAOYSA-N	XFDUHJPVQKIXHO
DB02056	BHMBVRSPMRCCGG-OUTUXVNYSA-N	BHMBVRSPMRCCGG
DB02057	UUDAMDVQRQNNHZ-YFKPBYRVSA-N	UUDAMDVQRQNNHZ
DB02058	AZGZGRJOCKSSHA-UHFFFAOYSA-N	AZGZGRJOCKSSHA
DB02059	SRNWOUGRCWSEMX-ZQSHOCFMSA-N	SRNWOUGRCWSEMX
DB02060	JHIVVAPYMSGYDF-UHFFFAOYSA-N	JHIVVAPYMSGYDF
DB02061	GUBGYTABKSRVRQ-CUHNMECISA-N	GUBGYTABKSRVRQ
DB02062	CWJPVKSBGVPXRD-QMTMVMCOSA-N	CWJPVKSBGVPXRD
DB02063	SJMNJNRKVVVGRB-SECBINFHSA-L	SJMNJNRKVVVGRB
DB02065	DSYGIMVFFQCOQZ-KYYLAPRMSA-N	DSYGIMVFFQCOQZ
DB02066	JRRNRCMIBCSOIH-LFAOKBQASA-N	JRRNRCMIBCSOIH
DB02067	ZLOMJLIQXBKNHU-VJANTYMQSA-N	ZLOMJLIQXBKNHU
DB02068	JJMDCOVWQOJGCB-UHFFFAOYSA-O	JJMDCOVWQOJGCB
DB02069	ULYMHSXFSKOHGH-UHFFFAOYSA-N	ULYMHSXFSKOHGH
DB02070	YGPSJZOEDVAXAB-QMMMGPOBSA-N	YGPSJZOEDVAXAB
DB02071	AINJYWXKBKRQSX-UHFFFAOYSA-N	AINJYWXKBKRQSX
DB02072	ZPDVRWNOCOREGF-UHFFFAOYSA-N	ZPDVRWNOCOREGF
DB02073	RCNSAJSGRJSBKK-NSQVQWHSSA-N	RCNSAJSGRJSBKK
DB02074	LDHQCZJRKDOVOX-NSCUHMNNSA-N	LDHQCZJRKDOVOX
DB02075	VJTAXXUIRYOXBT-KUBHLMPHSA-N	VJTAXXUIRYOXBT
DB02076	BIRSGZKFKXLSJQ-SQOUGZDYSA-N	BIRSGZKFKXLSJQ
DB02077	IUFRDGFKAVLPFZ-CSMHCCOUSA-N	IUFRDGFKAVLPFZ
DB02078	YFNKIDBQEZZDLK-UHFFFAOYSA-N	YFNKIDBQEZZDLK
DB02079	NQRKYASMKDDGHT-UHFFFAOYSA-N	NQRKYASMKDDGHT
DB02080	HEUDUECKTWTQQR-UHFFFAOYSA-N	HEUDUECKTWTQQR
DB02081	BXYGSMRTHHSAHZ-PMACEKPBSA-N	BXYGSMRTHHSAHZ
DB02082	UQABYHGXWYXDTK-UUOKFMHZSA-N	UQABYHGXWYXDTK
DB02083	FFDGPVCHZBVARC-UHFFFAOYSA-N	FFDGPVCHZBVARC
DB02084	HVNXYZZCSQONQC-OAHLLOKOSA-L	HVNXYZZCSQONQC
DB02085	PAJPWUMXBYXFCZ-UHFFFAOYSA-N	PAJPWUMXBYXFCZ
DB02086	AYGYLFIDAXGERM-UHFFFAOYSA-O	AYGYLFIDAXGERM
DB02087	MKQPOVUFDWKPNO-UHFFFAOYSA-N	MKQPOVUFDWKPNO
DB02088	NXTPDFMZKSLVRK-RXMQYKEDSA-N	NXTPDFMZKSLVRK
DB02089	MWWXABBBAPKJDX-UHFFFAOYSA-N	MWWXABBBAPKJDX
DB02090	JLEGVELHGVWFGG-BBWFWOEESA-N	JLEGVELHGVWFGG
DB02091	CTFDMGIBHFQWKB-UHFFFAOYSA-N	CTFDMGIBHFQWKB
DB02092	NAACPBBQTFFYQB-LJAITQKLSA-N	NAACPBBQTFFYQB
DB02093	OHQFMJPEBPCIEQ-JJYYJPOSSA-N	OHQFMJPEBPCIEQ
DB02094	VXAPSUDMBNWYNC-UHFFFAOYSA-N	VXAPSUDMBNWYNC
DB02095	JXDYKVIHCLTXOP-UHFFFAOYSA-N	JXDYKVIHCLTXOP
DB02096	ZUYUIKKHHBEVHL-GFCCVEGCSA-N	ZUYUIKKHHBEVHL
DB02097	UHDGCWIWMRVCDJ-XVFCMESISA-N	UHDGCWIWMRVCDJ
DB02098	AEOBEOJCBAYXBA-KQYNXXCUSA-N	AEOBEOJCBAYXBA
DB02101	WAAPEIZFCHNLKK-QPUJVOFHSA-N	WAAPEIZFCHNLKK
DB02102	KYRSNWPSSXSNEP-ZRTHHSRSSA-N	KYRSNWPSSXSNEP
DB02103	FNLILOONPKMGST-NTSWFWBYSA-N	FNLILOONPKMGST
DB02104	PEGMMEYCSOZKIT-UHFFFAOYSA-N	PEGMMEYCSOZKIT
DB02105	VDCDWNDTNSWDFJ-UHFFFAOYSA-N	VDCDWNDTNSWDFJ
DB02106	KIRQJXNQGZAKGR-UHFFFAOYSA-N	KIRQJXNQGZAKGR
DB02107	UNBMPKNTYKDYCG-ZCFIWIBFSA-N	UNBMPKNTYKDYCG
DB02108	AXQVKDQRBAXYBP-UHFFFAOYSA-N	AXQVKDQRBAXYBP
DB02109	URJHVPKUWOUENU-UHFFFAOYSA-N	URJHVPKUWOUENU
DB02110	AXWBZAUQKDDFFE-PNAPAZHISA-N	AXWBZAUQKDDFFE
DB02111	JLPHBZYAQYOJND-UHFFFAOYSA-N	JLPHBZYAQYOJND
DB02112	DZLGSWPXZYDHBD-UHFFFAOYSA-N	DZLGSWPXZYDHBD
DB02113	SYMHUEFSSMBHJA-UHFFFAOYSA-N	SYMHUEFSSMBHJA
DB02114	LRTFPLFDLJYEKT-UHFFFAOYSA-N	LRTFPLFDLJYEKT
DB02115	KYQZWONCHDNPDP-QNDFHXLGSA-N	KYQZWONCHDNPDP
DB02116	GTVPOLSIJWJJNY-UHFFFAOYSA-N	GTVPOLSIJWJJNY
DB02118	CIUMOGWIMXNXSQ-GOSISDBHSA-N	CIUMOGWIMXNXSQ
DB02119	CQQNNQTXUGLUEV-UHFFFAOYSA-N	CQQNNQTXUGLUEV
DB02120	XPHOBMULWMGEBA-VZFHVOOUSA-N	XPHOBMULWMGEBA
DB02121	DNSISZSEWVHGLH-UHFFFAOYSA-N	DNSISZSEWVHGLH
DB02122	LMHXPDZPXBIIEX-UHFFFAOYSA-N	LMHXPDZPXBIIEX
DB02123	GHCZAUBVMUEKKP-GYPHWSFCSA-N	GHCZAUBVMUEKKP
DB02124	XBTXTLKLSHACSS-WDSKDSINSA-N	XBTXTLKLSHACSS
DB02125	IYKFYARMMIESOX-UHFFFAOYSA-N	IYKFYARMMIESOX
DB02126	HAEJSGLKJYIYTB-ZZXKWVIFSA-N	HAEJSGLKJYIYTB
DB02127	WOAFDHWYKSOANX-UHFFFAOYSA-N	WOAFDHWYKSOANX
DB02128	QCUBCTPTNWPFBC-ZEQRLZLVSA-N	QCUBCTPTNWPFBC
DB02129	UFIVEPVSAGBUSI-REOHCLBHSA-N	UFIVEPVSAGBUSI
DB02130	WKOLLVMJNQIZCI-UHFFFAOYSA-M	WKOLLVMJNQIZCI
DB02131	YWFHDUFNGSJLTL-SECBINFHSA-N	YWFHDUFNGSJLTL
DB02132	SXONDGSPUVNZLO-UHFFFAOYSA-N	SXONDGSPUVNZLO
DB02133	QBDWVXAZHXTFSD-DFJNACPPSA-M	QBDWVXAZHXTFSD
DB02134	LRFVTYWOQMYALW-UHFFFAOYSA-N	LRFVTYWOQMYALW
DB02135	VBXZSBKAJFXURR-MRTMQBJTSA-N	VBXZSBKAJFXURR
DB02136	PEUIVMLYMKXUBF-PULJXETJSA-N	PEUIVMLYMKXUBF
DB02137	HPEUEJRPDGMIMY-IFQPEPLCSA-J	HPEUEJRPDGMIMY
DB02138	QKGBKPZAXXBLJE-UHFFFAOYSA-N	QKGBKPZAXXBLJE
DB02139	YDWPQZUWZDRRSE-AATRIKPKSA-N	YDWPQZUWZDRRSE
DB02140	ZPFPZRVOBBMZMP-SFHVURJKSA-N	ZPFPZRVOBBMZMP
DB02141	FZWGDUUJDZCYJR-UHFFFAOYSA-N	FZWGDUUJDZCYJR
DB02142	ZMJGSOSNSPKHNH-UHFFFAOYSA-N	ZMJGSOSNSPKHNH
DB02143	OITVEDMMUMUWTL-UHFFFAOYSA-N	OITVEDMMUMUWTL
DB02144	PDLAMJKMOKWLAJ-BZCNMJTLSA-M	PDLAMJKMOKWLAJ
DB02145	LRHPLDYGYMQRHN-UHFFFAOYSA-N	LRHPLDYGYMQRHN
DB02147	ACTPEXQBEHJTBO-UHFFFAOYSA-N	ACTPEXQBEHJTBO
DB02148	ISLRAQPEXPIKDJ-NSHDSACASA-N	ISLRAQPEXPIKDJ
DB02151	XKCSXHUCPYVQIW-SCSAIBSYSA-N	XKCSXHUCPYVQIW
DB02152	KOZFSFOOLUUIGY-SOLYNIJKSA-N	KOZFSFOOLUUIGY
DB02153	ADVPTQAUNPRNPO-REOHCLBHSA-N	ADVPTQAUNPRNPO
DB02154	FFYBYVPVYLMLAR-KBPBESRZSA-N	FFYBYVPVYLMLAR
DB02155	XVLMXAUKCDSMMW-YXLARRHKSA-N	XVLMXAUKCDSMMW
DB02158	YLCQGEBEQIBOOJ-BOFBLULFSA-N	YLCQGEBEQIBOOJ
DB02159	DNIAPMSPPWPWGF-GSVOUGTGSA-N	DNIAPMSPPWPWGF
DB02160	QARMATOLSBVIJD-YFKPBYRVSA-N	QARMATOLSBVIJD
DB02161	ZTVIKZXZYLEVOL-IZGVIRRGSA-N	ZTVIKZXZYLEVOL
DB02162	ONCSLXAPOGUODU-WOUKDFQISA-N	ONCSLXAPOGUODU
DB02163	VOWZNBNDMFLQGM-UHFFFAOYSA-N	VOWZNBNDMFLQGM
DB02164	ZLPUGFBBLGQWBS-SCRDCRAPSA-N	ZLPUGFBBLGQWBS
DB02165	XLYOFNOQVPJJNP-UHFFFAOYSA-N	XLYOFNOQVPJJNP
DB02166	ZDWVWKDAWBGPDN-UHFFFAOYSA-O	ZDWVWKDAWBGPDN
DB02168	CTGFGRDVWBZYNB-UHFFFAOYSA-N	CTGFGRDVWBZYNB
