drugbank_id	inchikey	inchikey14
DB06924	GCXOTBPCUQHSAO-UHFFFAOYSA-N	GCXOTBPCUQHSAO
DB06925	YEIASMOUYNOXGA-UHFFFAOYSA-N	YEIASMOUYNOXGA
DB06926	HNICUWMFWZBIFP-UHFFFAOYSA-N	HNICUWMFWZBIFP
DB06927	ZKJVCUXZMYKTLT-UHFFFAOYSA-N	ZKJVCUXZMYKTLT
DB06928	PPTCQJLGUKWAEP-UHFFFAOYSA-N	PPTCQJLGUKWAEP
DB06929	RYAZZWWVNUWKNB-UHFFFAOYSA-N	RYAZZWWVNUWKNB
DB06930	WVLDNAVUCUAGDP-UHFFFAOYSA-N	WVLDNAVUCUAGDP
DB06931	COHUUYPEYRMWTH-UHFFFAOYSA-N	COHUUYPEYRMWTH
DB06932	NVINUNQBDNEMSY-UHFFFAOYSA-N	NVINUNQBDNEMSY
DB06933	GJTCKUKIFXWJKG-UHFFFAOYSA-N	GJTCKUKIFXWJKG
DB06934	JZFUHAGLMZWKTF-UHFFFAOYSA-N	JZFUHAGLMZWKTF
DB06935	CWWIIKLXUPZDOG-UHFFFAOYSA-N	CWWIIKLXUPZDOG
DB06936	AEKJCSNKYXWOAQ-UHFFFAOYSA-N	AEKJCSNKYXWOAQ
DB06937	NBTXJDAHLMMIGY-UHFFFAOYSA-N	NBTXJDAHLMMIGY
DB06938	ZJLSMLDOCGOURY-UHFFFAOYSA-N	ZJLSMLDOCGOURY
DB06939	BZFQBRSDORUYAB-UHFFFAOYSA-N	BZFQBRSDORUYAB
DB06940	ZZTMFGIGOADCFX-UHFFFAOYSA-N	ZZTMFGIGOADCFX
DB06941	KAASZVAHBVMHCO-UHFFFAOYSA-N	KAASZVAHBVMHCO
DB06942	RNZKCCPFUWHBFY-UHFFFAOYSA-N	RNZKCCPFUWHBFY
DB06943	BLIQFUCBRCDFAI-UHFFFAOYSA-N	BLIQFUCBRCDFAI
DB06944	RIGZCVNCFXYBEG-UHFFFAOYSA-N	RIGZCVNCFXYBEG
DB06945	FOSWRYKPHVPIDJ-UHFFFAOYSA-N	FOSWRYKPHVPIDJ
DB06946	DWYLYIVEFVSGCP-UHFFFAOYSA-N	DWYLYIVEFVSGCP
DB06947	YHAMQFKGUUSJMU-UHFFFAOYSA-N	YHAMQFKGUUSJMU
DB06948	XWWRLKIBRPJQJX-UHFFFAOYSA-N	XWWRLKIBRPJQJX
DB06949	LVLHTGJPIBVDTM-UHFFFAOYSA-N	LVLHTGJPIBVDTM
DB06950	ZDMUFSJTENTNDA-UHFFFAOYSA-N	ZDMUFSJTENTNDA
DB06951	KPHLTCNXHCHMOW-UHFFFAOYSA-N	KPHLTCNXHCHMOW
DB06952	LGYIZQLNYONEFJ-UHFFFAOYSA-N	LGYIZQLNYONEFJ
DB06953	JVWHVGIRXILXMU-UHFFFAOYSA-N	JVWHVGIRXILXMU
DB06954	BIASYWBGUYOWJR-UHFFFAOYSA-N	BIASYWBGUYOWJR
DB06955	OAMCCJASDLMTOO-UHFFFAOYSA-N	OAMCCJASDLMTOO
DB06956	BTTFXKUTBNGQTP-UHFFFAOYSA-N	BTTFXKUTBNGQTP
DB06957	BDFJIEMVNDLSTB-UHFFFAOYSA-N	BDFJIEMVNDLSTB
DB06958	SORAKBHHTGVZCS-UHFFFAOYSA-N	SORAKBHHTGVZCS
DB06959	BUCZDJYEOAQTHL-UHFFFAOYSA-N	BUCZDJYEOAQTHL
DB06960	BLTCBVOJNNKFKC-UHFFFAOYSA-N	BLTCBVOJNNKFKC
DB06961	APGOABVITLQCKW-UHFFFAOYSA-N	APGOABVITLQCKW
DB06962	YKTUSHSSKIWDRY-UHFFFAOYSA-N	YKTUSHSSKIWDRY
DB06963	ZFGCLYUGFRNYFE-UHFFFAOYSA-N	ZFGCLYUGFRNYFE
DB06964	JXPCDMPJCKNLBY-UHFFFAOYSA-N	JXPCDMPJCKNLBY
DB06965	MMTDYBZZRYOMFD-UHFFFAOYSA-N	MMTDYBZZRYOMFD
DB06966	MMTDYBZZRYOMFD-UHFFFAOYSA-N	MMTDYBZZRYOMFD
DB06967	MLSVRCGEBXIIQO-UHFFFAOYSA-N	MLSVRCGEBXIIQO
DB06968	CHRPUSCNMSNSKL-UHFFFAOYSA-N	CHRPUSCNMSNSKL
DB06969	WJUNQSYQHHIVFX-UHFFFAOYSA-N	WJUNQSYQHHIVFX
DB06970	MZCDQILVXXIMEV-UHFFFAOYSA-N	MZCDQILVXXIMEV
DB06971	GVMUNGGWXRKCEU-UHFFFAOYSA-N	GVMUNGGWXRKCEU
DB06972	TZCXQSNBTXDAJG-UHFFFAOYSA-N	TZCXQSNBTXDAJG
DB06973	IISBACLAFKSPIT-UHFFFAOYSA-N	IISBACLAFKSPIT
DB06974	HTTWNUWLEOXVKB-UHFFFAOYSA-N	HTTWNUWLEOXVKB
DB06976	IWOOJEZSDPRYAZ-UHFFFAOYSA-N	IWOOJEZSDPRYAZ
DB06977	CAASENZOSQYNPX-UHFFFAOYSA-N	CAASENZOSQYNPX
DB06978	BMGXNERTVNWBJG-UHFFFAOYSA-N	BMGXNERTVNWBJG
DB06979	IEZPFPQAXAREGM-UHFFFAOYSA-N	IEZPFPQAXAREGM
DB06980	RCBHCHBXRBYJGU-UHFFFAOYSA-N	RCBHCHBXRBYJGU
DB06981	QRCBLBWFQJDFJQ-UHFFFAOYSA-N	QRCBLBWFQJDFJQ
DB06982	AWVCKFLATUTBCX-UHFFFAOYSA-N	AWVCKFLATUTBCX
DB06983	RBLKWWBHDUBPFN-UHFFFAOYSA-N	RBLKWWBHDUBPFN
DB06984	CHTYSDQNKZIWBZ-UHFFFAOYSA-N	CHTYSDQNKZIWBZ
DB06985	MEAQCLPMSVEOQF-UHFFFAOYSA-N	MEAQCLPMSVEOQF
DB06986	LRHOLHTVXXSIMG-UHFFFAOYSA-N	LRHOLHTVXXSIMG
DB06987	METKIMKYRPQLGS-UHFFFAOYSA-N	METKIMKYRPQLGS
DB06988	BSKROLLIUIDPDT-UHFFFAOYSA-N	BSKROLLIUIDPDT
DB06989	SUACYXRSGYYBGT-UHFFFAOYSA-N	SUACYXRSGYYBGT
DB06990	XHDKIDMFBWLHAX-UHFFFAOYSA-N	XHDKIDMFBWLHAX
DB06991	OYOUIHFZUAKCEF-UHFFFAOYSA-N	OYOUIHFZUAKCEF
DB06992	SIDDLTBLAQYZIZ-UHFFFAOYSA-N	SIDDLTBLAQYZIZ
DB06993	PTAHVQJZNFGPHN-UHFFFAOYSA-N	PTAHVQJZNFGPHN
DB06994	XCCSSVMRGIQMGF-UHFFFAOYSA-N	XCCSSVMRGIQMGF
DB06995	USBSTVPJNQLYEM-UHFFFAOYSA-N	USBSTVPJNQLYEM
DB06996	XFNMDMGNNKIXBT-UHFFFAOYSA-N	XFNMDMGNNKIXBT
DB06997	BMPOCDJEXAXXEZ-UHFFFAOYSA-N	BMPOCDJEXAXXEZ
DB06998	ABQHPGHMYXJJIV-UHFFFAOYSA-N	ABQHPGHMYXJJIV
DB06999	YZDJQTHVDDOVHR-UHFFFAOYSA-N	YZDJQTHVDDOVHR
DB07000	ILXJWLWSYAWJKZ-UHFFFAOYSA-N	ILXJWLWSYAWJKZ
DB07001	JIIBOYBTIWHZFJ-UHFFFAOYSA-N	JIIBOYBTIWHZFJ
DB07002	SZUVGMCKKLJAFX-UHFFFAOYSA-N	SZUVGMCKKLJAFX
DB07003	TUOXPJFCQDMQOX-UHFFFAOYSA-N	TUOXPJFCQDMQOX
DB07004	CUKZXTKQBXLMDO-UHFFFAOYSA-N	CUKZXTKQBXLMDO
DB07005	VZFTWWJAUZOJDH-UHFFFAOYSA-O	VZFTWWJAUZOJDH
DB07006	AOGOZJCRIFBTTN-UHFFFAOYSA-N	AOGOZJCRIFBTTN
DB07007	UDFXWCLBONUMNA-UHFFFAOYSA-N	UDFXWCLBONUMNA
DB07008	XPXGYINSBORUMM-UHFFFAOYSA-N	XPXGYINSBORUMM
DB07009	JHOZVRGNIYFYHE-UHFFFAOYSA-N	JHOZVRGNIYFYHE
DB07010	PDJZASCRQRBYQS-UHFFFAOYSA-N	PDJZASCRQRBYQS
DB07011	HHOPJGKEAIIIDF-UHFFFAOYSA-N	HHOPJGKEAIIIDF
DB07012	VQSMWFVKBKMHTO-UHFFFAOYSA-N	VQSMWFVKBKMHTO
DB07013	RXFCFGLSOUOCEA-UHFFFAOYSA-N	RXFCFGLSOUOCEA
DB07014	TUTZKAQTSPMEBI-UHFFFAOYSA-N	TUTZKAQTSPMEBI
DB07015	XDSKICAQKGYYJF-UHFFFAOYSA-N	XDSKICAQKGYYJF
DB07016	BDOBQGTXRREVKI-UHFFFAOYSA-M	BDOBQGTXRREVKI
DB07017	HYVZYASDRIAOPU-UHFFFAOYSA-N	HYVZYASDRIAOPU
DB07018	USWKTQVAABDFSY-UHFFFAOYSA-N	USWKTQVAABDFSY
DB07019	QWDOKZPZLWNULU-UHFFFAOYSA-N	QWDOKZPZLWNULU
DB07020	LMDMJDCLPIVGQD-UHFFFAOYSA-N	LMDMJDCLPIVGQD
DB07021	SOSYXEPELJIJHZ-UHFFFAOYSA-N	SOSYXEPELJIJHZ
DB07022	PXERBGNIBOFZOW-UHFFFAOYSA-N	PXERBGNIBOFZOW
DB07023	HGLWHYRZHMOCMC-UHFFFAOYSA-N	HGLWHYRZHMOCMC
DB07024	CEXBEGBNDJVZPK-UHFFFAOYSA-N	CEXBEGBNDJVZPK
DB07025	KBIHHEGEALBUMT-UHFFFAOYSA-N	KBIHHEGEALBUMT
DB07026	PPLDARNGJSQINK-UHFFFAOYSA-N	PPLDARNGJSQINK
DB07027	JGZSVYZIJHGHMA-UHFFFAOYSA-N	JGZSVYZIJHGHMA
DB07028	ZLIGBZRXAQNUFO-UHFFFAOYSA-N	ZLIGBZRXAQNUFO
DB07029	QQBNDYARFVOEGW-UHFFFAOYSA-N	QQBNDYARFVOEGW
DB07030	VABIMMIJVWNHFI-UHFFFAOYSA-N	VABIMMIJVWNHFI
DB07031	AANFHDFOMFRLLR-UHFFFAOYSA-N	AANFHDFOMFRLLR
DB07032	SNNNDCMXZYWCCI-UHFFFAOYSA-N	SNNNDCMXZYWCCI
DB07033	VWQVBIPGKIAUGA-UHFFFAOYSA-N	VWQVBIPGKIAUGA
DB07034	VOKATEXROYSXDW-UHFFFAOYSA-N	VOKATEXROYSXDW
DB07035	XMFUXIRAVPMVRS-UHFFFAOYSA-N	XMFUXIRAVPMVRS
DB07036	GPFRMIHXGMVMGF-UHFFFAOYSA-N	GPFRMIHXGMVMGF
DB07037	MBZPCTWLFNYBND-UHFFFAOYSA-N	MBZPCTWLFNYBND
DB07038	JSXMFCCPQQJLCR-UHFFFAOYSA-N	JSXMFCCPQQJLCR
DB07039	RXSZCFAPSDTELY-UHFFFAOYSA-N	RXSZCFAPSDTELY
DB07040	GCHMLYYPYFXLQB-UHFFFAOYSA-N	GCHMLYYPYFXLQB
DB07041	FDJWFDQRPKKBFA-UHFFFAOYSA-N	FDJWFDQRPKKBFA
DB07042	XESUNWBIAADLPI-UHFFFAOYSA-N	XESUNWBIAADLPI
DB07043	CKLCIJCZOIDJQU-UHFFFAOYSA-N	CKLCIJCZOIDJQU
DB07044	VOWXAXNVAGLOGM-UHFFFAOYSA-N	VOWXAXNVAGLOGM
DB07045	VBJKVZXRYLCYGQ-UHFFFAOYSA-N	VBJKVZXRYLCYGQ
DB07046	FCADPEDUULETPK-UHFFFAOYSA-N	FCADPEDUULETPK
DB07047	SKAFZYDMDHPPJM-UHFFFAOYSA-N	SKAFZYDMDHPPJM
DB07048	XBYJCVDSFWJBSM-UHFFFAOYSA-N	XBYJCVDSFWJBSM
DB07049	SOFGQQQVQZQJFS-UHFFFAOYSA-N	SOFGQQQVQZQJFS
DB07050	PWDGTQXZLNDOKS-UHFFFAOYSA-N	PWDGTQXZLNDOKS
DB07051	BUIZDUYEIRRDAV-UHFFFAOYSA-O	BUIZDUYEIRRDAV
DB07052	HMXHURAGFHWODC-UHFFFAOYSA-N	HMXHURAGFHWODC
DB07053	TWVYNPULGKGJOS-UHFFFAOYSA-N	TWVYNPULGKGJOS
DB07054	OSCWQKTUILTARV-UHFFFAOYSA-N	OSCWQKTUILTARV
DB07055	DEOJDUHRJBKATO-UHFFFAOYSA-N	DEOJDUHRJBKATO
DB07056	JNWQLOFSMUGRNY-UHFFFAOYSA-N	JNWQLOFSMUGRNY
DB07057	FPQOSKXLHCTVED-UHFFFAOYSA-N	FPQOSKXLHCTVED
DB07058	QBVJMUOTMRYUKR-UHFFFAOYSA-N	QBVJMUOTMRYUKR
DB07059	GBXSOZDYCSBLQX-UHFFFAOYSA-N	GBXSOZDYCSBLQX
DB07060	XGILAAMKEQUXLS-UHFFFAOYSA-N	XGILAAMKEQUXLS
DB07061	AXYFCRIRLKSCRR-UHFFFAOYSA-N	AXYFCRIRLKSCRR
DB07062	TVPDHJRNQAAQLR-UHFFFAOYSA-N	TVPDHJRNQAAQLR
DB07063	KYHVTMFADJNSGS-UHFFFAOYSA-N	KYHVTMFADJNSGS
DB07064	HPVCRUIDFODATB-UHFFFAOYSA-N	HPVCRUIDFODATB
DB07065	AHPKUZJCNHGFQA-UHFFFAOYSA-N	AHPKUZJCNHGFQA
DB07066	LJAHIGGEXIWVJG-UHFFFAOYSA-N	LJAHIGGEXIWVJG
DB07067	SQCDMTZMCHZYGO-UHFFFAOYSA-N	SQCDMTZMCHZYGO
DB07068	VHLMZWXTBDMYOE-UHFFFAOYSA-N	VHLMZWXTBDMYOE
DB07069	XDOFWFNMYJRHEW-UHFFFAOYSA-N	XDOFWFNMYJRHEW
DB07070	BDLLIPYDNFENMY-UHFFFAOYSA-N	BDLLIPYDNFENMY
DB07071	ZYCNKSJMJFKCBX-UHFFFAOYSA-N	ZYCNKSJMJFKCBX
DB07072	CNKRZILQBKJWDS-UHFFFAOYSA-N	CNKRZILQBKJWDS
DB07073	DZXMARZBAUMWLK-UHFFFAOYSA-N	DZXMARZBAUMWLK
DB07074	OUBRALHIKGRAMA-UHFFFAOYSA-N	OUBRALHIKGRAMA
DB07075	WBKUBPBCFYCSRT-UHFFFAOYSA-N	WBKUBPBCFYCSRT
DB07076	FWTQOPWAMQXIMI-UHFFFAOYSA-N	FWTQOPWAMQXIMI
DB07077	PTRUIYBNRUNGLM-UHFFFAOYSA-N	PTRUIYBNRUNGLM
DB07078	AYSXURJZVXBSRV-UHFFFAOYSA-N	AYSXURJZVXBSRV
DB07079	CARKQNSZFCLNKM-UHFFFAOYSA-N	CARKQNSZFCLNKM
DB07080	SGIWFELWJPNFDH-UHFFFAOYSA-N	SGIWFELWJPNFDH
DB07081	FDEXEPZGMKFCTG-UHFFFAOYSA-N	FDEXEPZGMKFCTG
DB07082	VHDRSZOHKKZOQF-UHFFFAOYSA-N	VHDRSZOHKKZOQF
DB07083	HZKKJPDVZGOOPU-UHFFFAOYSA-N	HZKKJPDVZGOOPU
DB07084	YHKGWOJTUMJPNW-UHFFFAOYSA-N	YHKGWOJTUMJPNW
DB07085	LBMZLHCAPBBOFS-UHFFFAOYSA-N	LBMZLHCAPBBOFS
DB07086	XXIFNRNIQJKFLP-UHFFFAOYSA-N	XXIFNRNIQJKFLP
DB07087	YMSZEVAWRFDVQX-UHFFFAOYSA-N	YMSZEVAWRFDVQX
DB07088	ZWXWAYUCJVQHOR-UHFFFAOYSA-N	ZWXWAYUCJVQHOR
DB07089	VZSMTBLDWPKVRW-UHFFFAOYSA-N	VZSMTBLDWPKVRW
DB07090	NJNMAZNXKKBTPS-UHFFFAOYSA-N	NJNMAZNXKKBTPS
DB07091	IWPMQJKXKKKSEY-UHFFFAOYSA-N	IWPMQJKXKKKSEY
DB07092	JNAZOMVWUGPITI-UHFFFAOYSA-N	JNAZOMVWUGPITI
DB07093	RQWICELTTDJODO-UHFFFAOYSA-N	RQWICELTTDJODO
DB07094	FHYTVXBZSXZMGD-UHFFFAOYSA-N	FHYTVXBZSXZMGD
DB07095	BNCHHUFGEOJCNH-UHFFFAOYSA-N	BNCHHUFGEOJCNH
DB07096	SSMIFVHARFVINF-UHFFFAOYSA-N	SSMIFVHARFVINF
DB07097	FVJUELRQTOWYRY-UHFFFAOYSA-N	FVJUELRQTOWYRY
DB07098	HKNUDJDAVYPTGD-UHFFFAOYSA-N	HKNUDJDAVYPTGD
DB07099	YJPUATSIKWOSST-UHFFFAOYSA-N	YJPUATSIKWOSST
DB07100	RFPHEBUOQYYPDO-UHFFFAOYSA-N	RFPHEBUOQYYPDO
DB07101	SUDAHWBOROXANE-UHFFFAOYSA-N	SUDAHWBOROXANE
DB07102	BYSBXIPCDJNEBG-UHFFFAOYSA-N	BYSBXIPCDJNEBG
DB07103	SATOOOGJLDLPLZ-UHFFFAOYSA-M	SATOOOGJLDLPLZ
DB07104	QTWBKNVNGVYTNZ-UHFFFAOYSA-N	QTWBKNVNGVYTNZ
DB07105	IEEYGOJDTRVYGR-UHFFFAOYSA-N	IEEYGOJDTRVYGR
DB07106	UFYJLJINUGVUHO-UHFFFAOYSA-N	UFYJLJINUGVUHO
DB07107	SGHXFHRRWFLILP-UHFFFAOYSA-N	SGHXFHRRWFLILP
DB07108	LXWNTLBMNCXRQN-UHFFFAOYSA-N	LXWNTLBMNCXRQN
DB07109	QURCVMIEKCOAJU-UHFFFAOYSA-N	QURCVMIEKCOAJU
DB07110	JLAKCHGEEBPDQI-UHFFFAOYSA-N	JLAKCHGEEBPDQI
DB07111	IFRKCNPQVIJFAQ-UHFFFAOYSA-N	IFRKCNPQVIJFAQ
DB07112	FUMNLXHPILGSLC-UHFFFAOYSA-N	FUMNLXHPILGSLC
DB07113	KHZQOXQOUCGGGA-UHFFFAOYSA-N	KHZQOXQOUCGGGA
DB07114	SROHFTOYGFCJAF-UHFFFAOYSA-N	SROHFTOYGFCJAF
DB07115	IPPUTOHDQOYDIL-UHFFFAOYSA-N	IPPUTOHDQOYDIL
DB07116	UXXYPWCUINVUHL-UHFFFAOYSA-N	UXXYPWCUINVUHL
DB07117	FMKQJGOROFNCGM-UHFFFAOYSA-N	FMKQJGOROFNCGM
DB07118	HSHNITRMYYLLCV-UHFFFAOYSA-N	HSHNITRMYYLLCV
DB07119	YHEHVRSGKUYDON-UHFFFAOYSA-N	YHEHVRSGKUYDON
DB07120	QLXOHIUDKNRVBZ-UHFFFAOYSA-N	QLXOHIUDKNRVBZ
DB07121	AANXPIMDONQTQF-UHFFFAOYSA-N	AANXPIMDONQTQF
DB07122	MERNPSIIBFTCAI-UHFFFAOYSA-N	MERNPSIIBFTCAI
DB07123	DVOLWKZEIDCCES-UHFFFAOYSA-N	DVOLWKZEIDCCES
DB07124	CCIACUJJBPSOHE-UHFFFAOYSA-N	CCIACUJJBPSOHE
DB07125	KKZYGUVAFJCULH-UHFFFAOYSA-N	KKZYGUVAFJCULH
DB07126	OWXORKPNCHJYOF-UHFFFAOYSA-N	OWXORKPNCHJYOF
DB07127	SXDBFKLPNPUPRI-UHFFFAOYSA-N	SXDBFKLPNPUPRI
DB07128	ZTYBIJUAAWLJNU-UHFFFAOYSA-N	ZTYBIJUAAWLJNU
DB07129	VLPIATFUUWWMKC-UHFFFAOYSA-N	VLPIATFUUWWMKC
DB07130	MVDWLRCTJUXCCB-UHFFFAOYSA-N	MVDWLRCTJUXCCB
DB07131	DOTBZTLJSXFKCP-UHFFFAOYSA-N	DOTBZTLJSXFKCP
DB07132	KJDBLWKTHMHALD-UHFFFAOYSA-N	KJDBLWKTHMHALD
DB07133	CHKWABXWPATIIG-UHFFFAOYSA-N	CHKWABXWPATIIG
DB07134	LCPRWBWCEGWNKF-UHFFFAOYSA-N	LCPRWBWCEGWNKF
DB07135	ZPWDKZWKUOYOHA-UHFFFAOYSA-N	ZPWDKZWKUOYOHA
DB07136	WFFOOKSVFDUPDH-UHFFFAOYSA-N	WFFOOKSVFDUPDH
DB07137	JPAWNIKVRIVDBT-UHFFFAOYSA-N	JPAWNIKVRIVDBT
DB07138	VEPKQEUBKLEPRA-UHFFFAOYSA-N	VEPKQEUBKLEPRA
DB07139	IHKCOKRMJRDWAL-UHFFFAOYSA-N	IHKCOKRMJRDWAL
DB07140	JPENSYBRTSIYGO-UHFFFAOYSA-N	JPENSYBRTSIYGO
DB07141	QVXYJVHNRPNRJL-UHFFFAOYSA-N	QVXYJVHNRPNRJL
DB07142	ATFDKOLABYIYCC-UHFFFAOYSA-N	ATFDKOLABYIYCC
DB07143	MEPJWLFTTFHOQO-UHFFFAOYSA-N	MEPJWLFTTFHOQO
DB07144	XZXVRKHUCSXVBM-UHFFFAOYSA-N	XZXVRKHUCSXVBM
DB07145	YDMIPBHQKFOFQW-UHFFFAOYSA-N	YDMIPBHQKFOFQW
DB07146	QUIQCYFSBGOBKE-UHFFFAOYSA-N	QUIQCYFSBGOBKE
DB07147	HJWMYFBKJRVWJY-UHFFFAOYSA-N	HJWMYFBKJRVWJY
DB07148	HPAFVLDARQIHPU-UHFFFAOYSA-N	HPAFVLDARQIHPU
DB07149	LCBAQTCTQXHTJG-UHFFFAOYSA-N	LCBAQTCTQXHTJG
DB07150	VYQQTWUZKPWPRL-UHFFFAOYSA-N	VYQQTWUZKPWPRL
DB07151	AZXKZZMGLACNIJ-UHFFFAOYSA-N	AZXKZZMGLACNIJ
DB07152	TYPILNNEZPSNTI-UHFFFAOYSA-N	TYPILNNEZPSNTI
DB07153	FJNFXXGWYVMQNA-UHFFFAOYSA-N	FJNFXXGWYVMQNA
DB07154	SWKGZJAAGSVROJ-UHFFFAOYSA-N	SWKGZJAAGSVROJ
DB07155	BVUSHGJZBZMDML-UHFFFAOYSA-N	BVUSHGJZBZMDML
DB07156	RZPRSYVDBXYUML-UHFFFAOYSA-N	RZPRSYVDBXYUML
DB07157	RTFGEFWZCFCODU-UHFFFAOYSA-N	RTFGEFWZCFCODU
DB07158	ASEHARDUZDZEKS-UHFFFAOYSA-N	ASEHARDUZDZEKS
DB07159	NHHQJBCNYHBUSI-UHFFFAOYSA-N	NHHQJBCNYHBUSI
DB07160	MZJYLQZZISBOTF-UHFFFAOYSA-N	MZJYLQZZISBOTF
DB07161	ZCUSNQPYUNLATP-UHFFFAOYSA-N	ZCUSNQPYUNLATP
DB07162	KFJCXIOVAGJCKB-UHFFFAOYSA-N	KFJCXIOVAGJCKB
DB07163	CQCXWWWNUFQYJS-UHFFFAOYSA-N	CQCXWWWNUFQYJS
DB07164	CAGHIASAHLPQMS-UHFFFAOYSA-N	CAGHIASAHLPQMS
DB07165	SOBGXPPOYFFGTK-UHFFFAOYSA-N	SOBGXPPOYFFGTK
DB07167	NNPCFFIJVKYGHR-UHFFFAOYSA-N	NNPCFFIJVKYGHR
DB07168	MFMSRHREFZCFSN-UHFFFAOYSA-N	MFMSRHREFZCFSN
DB07169	GAOOBYJHWAKZKU-UHFFFAOYSA-N	GAOOBYJHWAKZKU
DB07170	QKUCDAPGYBWICH-UHFFFAOYSA-N	QKUCDAPGYBWICH
DB07171	VICIXNZSEUYGFV-UHFFFAOYSA-N	VICIXNZSEUYGFV
DB07172	FTAGQROYQYQRHF-UHFFFAOYSA-N	FTAGQROYQYQRHF
DB07173	NTXUAWGNGBSCRS-UHFFFAOYSA-N	NTXUAWGNGBSCRS
DB07174	WPAPODFGOZXFLG-UHFFFAOYSA-N	WPAPODFGOZXFLG
DB07175	CXQRKICWSCAUGW-UHFFFAOYSA-N	CXQRKICWSCAUGW
DB07176	DQNAQOYOSRJXFZ-UHFFFAOYSA-N	DQNAQOYOSRJXFZ
DB07177	YRTJDWROBKPZNV-UHFFFAOYSA-N	YRTJDWROBKPZNV
DB07178	OJLYTHOKCYLPMA-UHFFFAOYSA-N	OJLYTHOKCYLPMA
DB07179	DXUJQXZHHGJMFM-UHFFFAOYSA-N	DXUJQXZHHGJMFM
DB07180	FIRPCWHHIWFKCD-UHFFFAOYSA-N	FIRPCWHHIWFKCD
DB07181	JYKFWUXBFJJDTP-UHFFFAOYSA-N	JYKFWUXBFJJDTP
DB07182	HFRHWTYCVGKGIE-UHFFFAOYSA-N	HFRHWTYCVGKGIE
DB07183	CPVRYQAOUPSUDO-UHFFFAOYSA-N	CPVRYQAOUPSUDO
DB07184	JKXLRLDPSLZEDD-UHFFFAOYSA-N	JKXLRLDPSLZEDD
DB07185	LXSDGQYDSDIUPN-UHFFFAOYSA-N	LXSDGQYDSDIUPN
DB07186	TYYNSDQVFIOSFH-UHFFFAOYSA-N	TYYNSDQVFIOSFH
DB07187	FXFPQPNUMWQRAO-UHFFFAOYSA-N	FXFPQPNUMWQRAO
DB07188	YUFADRZDHJKVOT-UHFFFAOYSA-N	YUFADRZDHJKVOT
DB07189	BFZXMIUWGSTUAL-UHFFFAOYSA-N	BFZXMIUWGSTUAL
DB07190	JGFCNVHEEMBVJG-UHFFFAOYSA-N	JGFCNVHEEMBVJG
DB07192	MVPIURCUINFSAB-UHFFFAOYSA-N	MVPIURCUINFSAB
DB07193	HJJAYSSCWGUPKO-UHFFFAOYSA-N	HJJAYSSCWGUPKO
DB07194	PEGXADGTBNRSGV-UHFFFAOYSA-N	PEGXADGTBNRSGV
DB07195	DTZWKYVREFMAJA-UHFFFAOYSA-N	DTZWKYVREFMAJA
DB07196	MRKJJEJYTBOUTH-UHFFFAOYSA-N	MRKJJEJYTBOUTH
DB07197	QZWUMLLRAVGBHC-UHFFFAOYSA-N	QZWUMLLRAVGBHC
DB07198	GGEKOZPXKBYLNK-UHFFFAOYSA-N	GGEKOZPXKBYLNK
DB07199	SWYJAQWTBADJTB-UHFFFAOYSA-N	SWYJAQWTBADJTB
DB07200	ZNCZVHCYBGHCHA-UHFFFAOYSA-N	ZNCZVHCYBGHCHA
DB07201	ZHFDVDMCVXUGGF-UHFFFAOYSA-N	ZHFDVDMCVXUGGF
DB07202	QINNOQKHPLWGBK-UHFFFAOYSA-N	QINNOQKHPLWGBK
DB07203	OUEGMEMDEAOAEG-UHFFFAOYSA-N	OUEGMEMDEAOAEG
DB07204	DQIXTEDFNFZMCM-UHFFFAOYSA-N	DQIXTEDFNFZMCM
DB07205	GZJXCRHEMLAMRA-UHFFFAOYSA-N	GZJXCRHEMLAMRA
DB07206	OSHSZKRWKLQZBV-UHFFFAOYSA-N	OSHSZKRWKLQZBV
DB07207	CKSIVONWCYACAP-UHFFFAOYSA-N	CKSIVONWCYACAP
DB07208	OJFOOCZBVPQYRS-UHFFFAOYSA-N	OJFOOCZBVPQYRS
DB07209	MLHUENSFQCPBQH-UHFFFAOYSA-N	MLHUENSFQCPBQH
DB07210	JECHSYMSTXETFI-UHFFFAOYSA-N	JECHSYMSTXETFI
DB07211	YMJHMJLNQLVUAV-UHFFFAOYSA-N	YMJHMJLNQLVUAV
DB07212	NNGZRCYXFBHMRM-UHFFFAOYSA-N	NNGZRCYXFBHMRM
DB07213	FNWHPLLNMLOZTL-UHFFFAOYSA-N	FNWHPLLNMLOZTL
DB07215	ILUPZUOBHCUBKB-UHFFFAOYSA-N	ILUPZUOBHCUBKB
DB07216	ZMGCFGGMTCMSDP-UHFFFAOYSA-N	ZMGCFGGMTCMSDP
DB07217	YVYPYORTKAIUGJ-UHFFFAOYSA-N	YVYPYORTKAIUGJ
DB07218	AYKGPCNWPACUQV-UHFFFAOYSA-N	AYKGPCNWPACUQV
DB07219	OMQNYWZURFTFHE-UHFFFAOYSA-N	OMQNYWZURFTFHE
DB07220	ZXYIRNXOAJYLCU-UHFFFAOYSA-N	ZXYIRNXOAJYLCU
DB07221	QCMHKGWUOSRYCF-UHFFFAOYSA-O	QCMHKGWUOSRYCF
DB07222	RJWMDETWDDESBP-UHFFFAOYSA-N	RJWMDETWDDESBP
