gene_symbol	mechanism	basis	confidence	detail
BPTF	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
BRAF	LoF	gnomad	medium	LoF-intolerant (pLI=0.99995, LOEUF=0.209)
BRCA1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
BRCA2	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
BRD1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99949, LOEUF=0.245)
BRD2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99957, LOEUF=0.219)
BRD3	LoF	gnomad	medium	LoF-intolerant (pLI=0.97468, LOEUF=0.316)
BRD4	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.048)
BRD7	LoF	gnomad	medium	LoF-intolerant (pLI=0.99774, LOEUF=0.258)
BRINP1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99251, LOEUF=0.284)
BRINP2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99936, LOEUF=0.21)
BRIP1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
BRPF1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
BRPF3	LoF	gnomad	medium	LoF-intolerant (pLI=0.99998, LOEUF=0.177)
BRS3	LoF	gnomad	medium	LoF-intolerant (pLI=0.94849, LOEUF=0.32)
BRSK1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99982, LOEUF=0.205)
BRSK2	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
BRWD1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.222)
BRWD3	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
BSN	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.175)
BTAF1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.128)
BTBD11	LoF	gnomad	medium	LoF-intolerant (pLI=0.99993, LOEUF=0.204)
BTBD18	LoF	gnomad	medium	LoF-intolerant (pLI=0.99782, LOEUF=0.212)
BTG3	LoF	gnomad	medium	LoF-intolerant (pLI=0.91582, LOEUF=0.384)
BTK	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
BZW1	LoF	gnomad	medium	LoF-intolerant (pLI=0.94418, LOEUF=0.347)
C10orf12	LoF	gnomad	medium	LoF-intolerant (pLI=0.99974, LOEUF=0.211)
C11orf30	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.153)
C11orf84	LoF	gnomad	medium	LoF-intolerant (pLI=0.99142, LOEUF=0.21)
C16orf70	LoF	gnomad	medium	LoF-intolerant (pLI=0.98056, LOEUF=0.308)
C16orf72	LoF	gnomad	medium	LoF-intolerant (pLI=0.98049, LOEUF=0.289)
C17orf104	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.084)
C17orf85	LoF	gnomad	medium	LoF-intolerant (pLI=0.99949, LOEUF=0.221)
C18orf8	LoF	gnomad	medium	LoF-intolerant (pLI=0.98823, LOEUF=0.297)
C19orf68	LoF	gnomad	medium	LoF-intolerant (pLI=0.96181, LOEUF=0.325)
C1orf226	LoF	gnomad	medium	LoF-intolerant (pLI=0.939, LOEUF=0.337)
C20orf112	LoF	gnomad	medium	LoF-intolerant (pLI=0.99496, LOEUF=0.191)
C2CD2L	LoF	gnomad	medium	LoF-intolerant (pLI=0.98718, LOEUF=0.297)
C3	LoF	gnomad	medium	LoF-intolerant (pLI=0.90421, LOEUF=0.305)
C6orf136	LoF	gnomad	medium	LoF-intolerant (pLI=0.94895, LOEUF=0.346)
C6orf62	LoF	gnomad	medium	LoF-intolerant (pLI=0.98336, LOEUF=0.24)
C7orf26	LoF	gnomad	medium	LoF-intolerant (pLI=0.97647, LOEUF=0.298)
C7orf60	LoF	gnomad	medium	LoF-intolerant (pLI=0.99746, LOEUF=0.17)
C9orf172	LoF	gnomad	medium	LoF-intolerant (pLI=0.98777, LOEUF=0.285)
CACNA1A	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
CACNA1B	LoF	gnomad	medium	LoF-intolerant (pLI=0.99998, LOEUF=0.24)
CACNA1C	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.102)
CACNA1D	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.214)
CACNA1E	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.124)
CACNA1G	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.211)
CACNA1I	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.202)
CACNA2D1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99989, LOEUF=0.245)
CACNA2D2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99997, LOEUF=0.229)
CACNA2D3	LoF	gnomad	medium	LoF-intolerant (pLI=0.57778, LOEUF=0.337)
CACNG2	LoF	gnomad	medium	LoF-intolerant (pLI=0.92315, LOEUF=0.376)
CACNG3	LoF	gnomad	medium	LoF-intolerant (pLI=0.99417, LOEUF=0.195)
CACNG8	LoF	gnomad	medium	LoF-intolerant (pLI=0.9638, LOEUF=0.289)
CACTIN	LoF	gnomad	medium	LoF-intolerant (pLI=0.99998, LOEUF=0.136)
CACUL1	LoF	gnomad	medium	LoF-intolerant (pLI=0.96315, LOEUF=0.33)
CACYBP	LoF	gnomad	medium	LoF-intolerant (pLI=0.91984, LOEUF=0.38)
CAD	LoF	gnomad	medium	LoF-intolerant (pLI=0.99993, LOEUF=0.251)
CADM3	LoF	gnomad	medium	LoF-intolerant (pLI=0.93386, LOEUF=0.355)
CADM4	LoF	gnomad	medium	LoF-intolerant (pLI=0.99762, LOEUF=0.169)
CADPS2	LoF	gnomad	medium	LoF-intolerant (pLI=0.36785, LOEUF=0.344)
CALCRL	LoF	gnomad	medium	LoF-intolerant (pLI=0.9853, LOEUF=0.298)
CALD1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99879, LOEUF=0.258)
CALM1	LoF	gnomad	medium	LoF-intolerant (pLI=0.94473, LOEUF=0.327)
CALM2	LoF	gnomad	medium	LoF-intolerant (pLI=0.92086, LOEUF=0.368)
CALM3	LoF	gnomad	medium	LoF-intolerant (pLI=0.92749, LOEUF=0.357)
CAMK1D	LoF	gnomad	medium	LoF-intolerant (pLI=0.9962, LOEUF=0.228)
CAMK2A	LoF	gnomad	medium	LoF-intolerant (pLI=0.99845, LOEUF=0.251)
CAMK2G	LoF	gnomad	medium	LoF-intolerant (pLI=0.9991, LOEUF=0.241)
CAMKV	LoF	gnomad	medium	LoF-intolerant (pLI=0.99696, LOEUF=0.221)
CAMSAP1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99985, LOEUF=0.239)
CAMSAP2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99999, LOEUF=0.203)
CAMSAP3	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.154)
CAMTA1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
CAMTA2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99918, LOEUF=0.262)
CAND1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.101)
CAPN15	LoF	gnomad	medium	LoF-intolerant (pLI=0.96857, LOEUF=0.316)
CAPRIN1	LoF	gnomad	medium	LoF-intolerant (pLI=0.97247, LOEUF=0.311)
CAPZA1	LoF	gnomad	medium	LoF-intolerant (pLI=0.93292, LOEUF=0.362)
CAPZA2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99828, LOEUF=0.161)
CAPZB	LoF	gnomad	medium	LoF-intolerant (pLI=0.91165, LOEUF=0.379)
CARD11	LoF	gnomad	medium	LoF-intolerant (pLI=0.99995, LOEUF=0.227)
CARM1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99998, LOEUF=0.099)
CASC5	LoF	gnomad	medium	LoF-intolerant (pLI=0.78348, LOEUF=0.314)
CASK	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.073)
CASKIN1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.164)
CASKIN2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99971, LOEUF=0.232)
CASZ1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.152)
CBFA2T2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99585, LOEUF=0.263)
CBFB	LoF	gnomad	medium	LoF-intolerant (pLI=0.9589, LOEUF=0.33)
CBLB	LoF	gnomad	medium	LoF-intolerant (pLI=0.99825, LOEUF=0.266)
CBLL1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99918, LOEUF=0.145)
CBX1	LoF	gnomad	medium	LoF-intolerant (pLI=0.97622, LOEUF=0.26)
CBX2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99503, LOEUF=0.19)
CBX4	LoF	gnomad	medium	LoF-intolerant (pLI=0.98196, LOEUF=0.285)
CBX5	LoF	gnomad	medium	LoF-intolerant (pLI=0.93174, LOEUF=0.35)
CBX6	LoF	gnomad	medium	LoF-intolerant (pLI=0.97568, LOEUF=0.262)
CBX8	LoF	gnomad	medium	LoF-intolerant (pLI=0.9927, LOEUF=0.248)
CCAR1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99999, LOEUF=0.215)
CCAR2	LoF	gnomad	medium	LoF-intolerant (pLI=0.94099, LOEUF=0.323)
CCDC132	LoF	gnomad	medium	LoF-intolerant (pLI=0.8139, LOEUF=0.333)
CCDC22	LoF	gnomad	medium	LoF-intolerant (pLI=0.99979, LOEUF=0.123)
CCDC64	LoF	gnomad	medium	LoF-intolerant (pLI=0.94786, LOEUF=0.335)
CCDC88A	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.13)
CCNA2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99962, LOEUF=0.132)
CCNC	LoF	gnomad	medium	LoF-intolerant (pLI=0.99914, LOEUF=0.146)
CCND2	LoF	gnomad	medium	LoF-intolerant (pLI=0.98658, LOEUF=0.229)
CCND3	LoF	gnomad	medium	LoF-intolerant (pLI=0.98347, LOEUF=0.24)
CCNE1	LoF	gnomad	medium	LoF-intolerant (pLI=0.97187, LOEUF=0.32)
CCNJ	LoF	gnomad	medium	LoF-intolerant (pLI=0.99796, LOEUF=0.165)
CCNK	LoF	gnomad	medium	LoF-intolerant (pLI=0.9998, LOEUF=0.165)
CCNL1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99575, LOEUF=0.264)
CCNT2	LoF	gnomad	medium	LoF-intolerant (pLI=0.92681, LOEUF=0.346)
CCT2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99853, LOEUF=0.226)
CCT3	LoF	gnomad	medium	LoF-intolerant (pLI=0.99998, LOEUF=0.097)
CCT4	LoF	gnomad	medium	LoF-intolerant (pLI=0.99903, LOEUF=0.218)
CCT5	LoF	gnomad	medium	LoF-intolerant (pLI=0.99928, LOEUF=0.188)
CCT6A	LoF	gnomad	medium	LoF-intolerant (pLI=0.99532, LOEUF=0.255)
CCT7	LoF	gnomad	medium	LoF-intolerant (pLI=0.98362, LOEUF=0.301)
CCT8	LoF	gnomad	medium	LoF-intolerant (pLI=0.96252, LOEUF=0.328)
CD19	LoF	gnomad	medium	LoF-intolerant (pLI=0.90496, LOEUF=0.355)
CD22	LoF	gnomad	medium	LoF-intolerant (pLI=0.8044, LOEUF=0.349)
CD40LG	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
CD47	LoF	gnomad	medium	LoF-intolerant (pLI=0.91924, LOEUF=0.373)
CD79B	LoF	gnomad	medium	LoF-intolerant (pLI=0.9163, LOEUF=0.384)
CD81	LoF	gnomad	medium	LoF-intolerant (pLI=0.91844, LOEUF=0.381)
CD86	LoF	gnomad	medium	LoF-intolerant (pLI=0.94879, LOEUF=0.345)
CDC14B	LoF	gnomad	medium	LoF-intolerant (pLI=0.94308, LOEUF=0.343)
CDC23	LoF	gnomad	medium	LoF-intolerant (pLI=0.99175, LOEUF=0.289)
CDC27	LoF	gnomad	medium	LoF-intolerant (pLI=0.99675, LOEUF=0.273)
CDC34	LoF	gnomad	medium	LoF-intolerant (pLI=0.95625, LOEUF=0.305)
CDC37	LoF	gnomad	medium	LoF-intolerant (pLI=0.90925, LOEUF=0.37)
CDC37L1	LoF	gnomad	medium	LoF-intolerant (pLI=0.96614, LOEUF=0.326)
CDC40	LoF	gnomad	medium	LoF-intolerant (pLI=0.97944, LOEUF=0.31)
CDC42BPA	LoF	gnomad	medium	LoF-intolerant (pLI=0.99309, LOEUF=0.283)
CDC42BPB	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.12)
CDC5L	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.129)
CDC73	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
CDH1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
CDH11	LoF	gnomad	medium	LoF-intolerant (pLI=0.9999, LOEUF=0.156)
CDH2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99171, LOEUF=0.29)
CDH6	LoF	gnomad	medium	LoF-intolerant (pLI=0.91966, LOEUF=0.338)
CDH8	LoF	gnomad	medium	LoF-intolerant (pLI=0.98806, LOEUF=0.295)
CDK1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99206, LOEUF=0.207)
CDK12	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.126)
CDK13	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
CDK16	LoF	gnomad	medium	LoF-intolerant (pLI=0.9948, LOEUF=0.258)
CDK17	LoF	gnomad	medium	LoF-intolerant (pLI=0.99947, LOEUF=0.222)
CDK19	LoF	gnomad	medium	LoF-intolerant (pLI=0.99982, LOEUF=0.163)
CDK5R1	LoF	gnomad	medium	LoF-intolerant (pLI=0.9149, LOEUF=0.378)
CDK6	LoF	gnomad	medium	LoF-intolerant (pLI=0.98315, LOEUF=0.282)
CDKL5	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
CDKN1B	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
CDKN1C	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
CDKN2A	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
CDKN2AIP	LoF	gnomad	medium	LoF-intolerant (pLI=0.96386, LOEUF=0.329)
CDYL	LoF	gnomad	medium	LoF-intolerant (pLI=0.99504, LOEUF=0.236)
CECR2	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.167)
CELF1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99971, LOEUF=0.171)
CELF2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99965, LOEUF=0.174)
CELF4	LoF	gnomad	medium	LoF-intolerant (pLI=0.99817, LOEUF=0.231)
CELF5	LoF	gnomad	medium	LoF-intolerant (pLI=0.99844, LOEUF=0.204)
CELSR1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99994, LOEUF=0.25)
CELSR2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99994, LOEUF=0.251)
CELSR3	LoF	gnomad	medium	LoF-intolerant (pLI=0.99998, LOEUF=0.245)
CENPB	LoF	gnomad	medium	LoF-intolerant (pLI=0.99634, LOEUF=0.181)
CENPE	LoF	gnomad	medium	LoF-intolerant (pLI=0.24146, LOEUF=0.308)
CENPI	LoF	gnomad	medium	LoF-intolerant (pLI=0.99974, LOEUF=0.169)
CEP170	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.192)
CEP170B	LoF	gnomad	medium	LoF-intolerant (pLI=0.99671, LOEUF=0.277)
CEP350	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.184)
CEPT1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99351, LOEUF=0.244)
CFH	LoF	gnomad	medium	LoF-intolerant (pLI=0.86061, LOEUF=0.324)
CFLAR	LoF	gnomad	medium	LoF-intolerant (pLI=0.99967, LOEUF=0.173)
CHAF1A	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.118)
CHAMP1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99197, LOEUF=0.271)
CHD1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.162)
CHD2	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
CHD3	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.147)
CHD4	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.156)
CHD5	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.157)
CHD6	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.073)
CHD7	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
CHD8	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
CHD9	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.17)
CHEK2	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
CHERP	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.062)
CHM	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
CHMP4B	LoF	gnomad	medium	LoF-intolerant (pLI=0.95771, LOEUF=0.302)
CHMP6	LoF	gnomad	medium	LoF-intolerant (pLI=0.98358, LOEUF=0.239)
CHORDC1	LoF	gnomad	medium	LoF-intolerant (pLI=0.90164, LOEUF=0.375)
CHRDL1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
CHRM1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99059, LOEUF=0.213)
CHRM3	LoF	gnomad	medium	LoF-intolerant (pLI=0.99253, LOEUF=0.249)
CHRM4	LoF	gnomad	medium	LoF-intolerant (pLI=0.97439, LOEUF=0.265)
CHUK	LoF	gnomad	medium	LoF-intolerant (pLI=0.99403, LOEUF=0.285)
CIC	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
CIT	LoF	gnomad	medium	LoF-intolerant (pLI=0.9997, LOEUF=0.261)
CKAP5	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.162)
CLASP1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.176)
CLASP2	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.201)
CLCF1	LoF	gnomad	medium	LoF-intolerant (pLI=0.94791, LOEUF=0.321)
CLCN3	LoF	gnomad	medium	LoF-intolerant (pLI=0.99973, LOEUF=0.222)
CLCN4	LoF	gnomad	medium	LoF-intolerant (pLI=0.99893, LOEUF=0.151)
CLCN5	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
CLDN11	LoF	gnomad	medium	LoF-intolerant (pLI=0.91076, LOEUF=0.385)
CLIP1	LoF	gnomad	medium	LoF-intolerant (pLI=0.68088, LOEUF=0.331)
CLIP2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99997, LOEUF=0.196)
CLK2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99997, LOEUF=0.164)
CLOCK	LoF	gnomad	medium	LoF-intolerant (pLI=0.99957, LOEUF=0.247)
CLPTM1	LoF	gnomad	medium	LoF-intolerant (pLI=0.95767, LOEUF=0.326)
CLPX	LoF	gnomad	medium	LoF-intolerant (pLI=0.92377, LOEUF=0.342)
CLSTN1	LoF	gnomad	medium	LoF-intolerant (pLI=0.97757, LOEUF=0.308)
CLSTN3	LoF	gnomad	medium	LoF-intolerant (pLI=0.97016, LOEUF=0.315)
CLTA	LoF	gnomad	medium	LoF-intolerant (pLI=0.96319, LOEUF=0.323)
CLTC	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
CLUH	LoF	gnomad	medium	LoF-intolerant (pLI=0.99474, LOEUF=0.284)
CMIP	LoF	gnomad	medium	LoF-intolerant (pLI=0.99999, LOEUF=0.152)
CMTR1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99252, LOEUF=0.289)
CNBP	LoF	gnomad	medium	LoF-intolerant (pLI=0.95994, LOEUF=0.298)
CNIH2	LoF	gnomad	medium	LoF-intolerant (pLI=0.95171, LOEUF=0.314)
CNKSR2	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
CNNM2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99521, LOEUF=0.267)
CNOT1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
CNOT10	LoF	gnomad	medium	LoF-intolerant (pLI=0.98194, LOEUF=0.305)
CNOT2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99981, LOEUF=0.189)
CNOT3	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.076)
CNOT4	LoF	gnomad	medium	LoF-intolerant (pLI=0.99996, LOEUF=0.143)
CNOT6L	LoF	gnomad	medium	LoF-intolerant (pLI=0.99821, LOEUF=0.231)
CNOT7	LoF	gnomad	medium	LoF-intolerant (pLI=0.99686, LOEUF=0.176)
CNP	LoF	gnomad	medium	LoF-intolerant (pLI=0.98405, LOEUF=0.279)
CNTFR	LoF	gnomad	medium	LoF-intolerant (pLI=0.95549, LOEUF=0.339)
CNTNAP5	LoF	gnomad	medium	LoF-intolerant (pLI=0.99167, LOEUF=0.289)
COG3	LoF	gnomad	medium	LoF-intolerant (pLI=0.99993, LOEUF=0.214)
COL11A1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.216)
COL11A2	LoF	gnomad	medium	LoF-intolerant (pLI=0.70197, LOEUF=0.306)
COL12A1	LoF	gnomad	medium	LoF-intolerant (pLI=0.97361, LOEUF=0.282)
COL1A1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
COL1A2	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.202)
COL27A1	LoF	gnomad	medium	LoF-intolerant (pLI=0.5864, LOEUF=0.312)
COL2A1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
COL3A1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
COL4A1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.128)
COL4A5	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
COL4A6	LoF	gnomad	medium	LoF-intolerant (pLI=0.89901, LOEUF=0.322)
COL5A1	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
COL5A2	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.097)
COL6A1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99995, LOEUF=0.227)
COLEC12	LoF	gnomad	medium	LoF-intolerant (pLI=0.90761, LOEUF=0.354)
COPA	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.105)
COPB1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99994, LOEUF=0.213)
COPB2	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.089)
COPS2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99997, LOEUF=0.101)
COPS3	LoF	gnomad	medium	LoF-intolerant (pLI=0.99949, LOEUF=0.181)
COPS4	LoF	gnomad	medium	LoF-intolerant (pLI=0.99886, LOEUF=0.197)
COPS5	LoF	gnomad	medium	LoF-intolerant (pLI=0.99925, LOEUF=0.144)
COPS6	LoF	gnomad	medium	LoF-intolerant (pLI=0.98666, LOEUF=0.272)
COPZ1	LoF	gnomad	medium	LoF-intolerant (pLI=0.94896, LOEUF=0.344)
CORO1A	LoF	gnomad	medium	LoF-intolerant (pLI=0.97024, LOEUF=0.32)
CORO1C	LoF	gnomad	medium	LoF-intolerant (pLI=0.99813, LOEUF=0.209)
CPE	LoF	gnomad	medium	LoF-intolerant (pLI=0.99233, LOEUF=0.269)
CPEB1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99899, LOEUF=0.218)
CPEB3	LoF	gnomad	medium	LoF-intolerant (pLI=0.99846, LOEUF=0.227)
CPEB4	LoF	gnomad	medium	LoF-intolerant (pLI=0.98555, LOEUF=0.301)
CPSF6	LoF	gnomad	medium	LoF-intolerant (pLI=0.99982, LOEUF=0.163)
CPSF7	LoF	gnomad	medium	LoF-intolerant (pLI=0.99873, LOEUF=0.199)
CREB1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99673, LOEUF=0.223)
CREB3L1	LoF	gnomad	medium	LoF-intolerant (pLI=0.98488, LOEUF=0.292)
CREBBP	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
CREBRF	LoF	gnomad	medium	LoF-intolerant (pLI=0.99997, LOEUF=0.1)
CRIM1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99971, LOEUF=0.238)
CRK	LoF	gnomad	medium	LoF-intolerant (pLI=0.95936, LOEUF=0.329)
CRMP1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99173, LOEUF=0.281)
CRTC2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99891, LOEUF=0.235)
CS	LoF	gnomad	medium	LoF-intolerant (pLI=0.98402, LOEUF=0.303)
CSDE1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.144)
CSE1L	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.117)
CSF1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99634, LOEUF=0.226)
CSK	LoF	gnomad	medium	LoF-intolerant (pLI=0.99977, LOEUF=0.168)
CSMD1	LoF	gnomad	medium	LoF-intolerant (pLI=1.0, LOEUF=0.211)
CSMD3	LoF	gnomad	medium	LoF-intolerant (pLI=0.057105, LOEUF=0.299)
CSNK1A1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99758, LOEUF=0.215)
CSNK1D	LoF	gnomad	medium	LoF-intolerant (pLI=0.99577, LOEUF=0.231)
CSNK1E	LoF	gnomad	medium	LoF-intolerant (pLI=0.99926, LOEUF=0.143)
CSNK1G1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99911, LOEUF=0.216)
CSNK1G2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99138, LOEUF=0.254)
CSNK1G3	LoF	gnomad	medium	LoF-intolerant (pLI=0.99947, LOEUF=0.206)
CSNK2A1	LoF	gnomad	medium	LoF-intolerant (pLI=0.98711, LOEUF=0.297)
CSNK2A2	LoF	gnomad	medium	LoF-intolerant (pLI=0.9994, LOEUF=0.184)
CSNK2B	LoF	gnomad	medium	LoF-intolerant (pLI=0.91728, LOEUF=0.383)
CSRNP2	LoF	gnomad	medium	LoF-intolerant (pLI=0.96015, LOEUF=0.334)
CSTF1	LoF	gnomad	medium	LoF-intolerant (pLI=0.95401, LOEUF=0.341)
CSTF2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99959, LOEUF=0.133)
CSTF3	LoF	gnomad	medium	LoF-intolerant (pLI=0.98279, LOEUF=0.303)
CTBP1	LoF	gnomad	medium	LoF-intolerant (pLI=0.98442, LOEUF=0.278)
CTC-432M15.3	LoF	gnomad	medium	LoF-intolerant (pLI=0.96338, LOEUF=0.301)
CTCF	LoF	clingen	high	ClinGen haploinsufficiency=3 (sufficient)
CTDNEP1	LoF	gnomad	medium	LoF-intolerant (pLI=0.97468, LOEUF=0.264)
CTDSP1	LoF	gnomad	medium	LoF-intolerant (pLI=0.99254, LOEUF=0.204)
CTDSPL2	LoF	gnomad	medium	LoF-intolerant (pLI=0.99966, LOEUF=0.174)
CTIF	LoF	gnomad	medium	LoF-intolerant (pLI=0.99994, LOEUF=0.109)
CTLA4	LoF	gnomad	medium	LoF-intolerant (pLI=0.94085, LOEUF=0.334)
